"","Taxon_ID","Scientific_Name","Scientific_Name_Alt","Genus","Common_Name","Taxa_Group","Conservation_Listing","FFG_Status","Mass_g","home_range_km2","dispersal_km","stratum","stratum_aerial","stratum_arboreal_insessorial","stratum_aquatic","stratum_cryptic","stratum_fossorial","stratum_generalist","stratum_saxicolous","stratum_terrestrial","nesting","nest_burrow","nest_cave","nest_ground","nest_hollows","nest_supported","volant","hibernation_torpor","diet","diet_animals","diet_plants","diet_simple","diet_breadth_n","diet_carnivore","diet_herbivore","diet_invertivore","diet_infloresence","diet_omnivore","diet_granivore","litter_size_n","litters_per_year_n","max_longevity_d","n_offspring_year","biggest_patch_size","n_habitat_patches","patch_isolation","dominant_pyrome","pyrome_breadth","meanben_firefreq","future_fire_impact","fame_curve_shape","fame_lm_slope","cluster"
"61",61266,"Osphranter robustus robustus","Macropus robustus","Osphranter","Eastern Wallaroo","Mammals","Victoria","Endangered",29647.9,0.98,6.838,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","0","Herbivore",0,1,"Herbivore",1,0,1,0,0,0,0,1,1.31,8760,1.31,413429.0625,2,746.233859010631,"Wet Temperate Forest",7,-0.334645276586107,NA,NA,NA,2
"62",11468,"Pseudomys shortridgei","Pseudomys shortridgei","Pseudomys","Heath Mouse","Mammals","Australia","Endangered",64,0.11,0.234,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,"0","0","Herbivore",0,1,"Herbivore",3,0,1,0,0,0,0,3,1,2190,3,138429,4,749.135870201622,"Dry Temperate Forest",3,1.41048656148733,0.667716429911553,NA,NA,12
"63",11280,"Pteropus poliocephalus","Pteropus poliocephalus","Pteropus","Grey-headed Flying-fox","Mammals","Victoria","Vulnerable",675,0.07,8.222,"Arboreal",0,1,0,0,0,0,0,0,"Supported",0,0,0,0,1,"1","0","Infloresence",0,1,"Herbivore",1,0,0,0,1,0,0,1,1,8614,1,312563.8125,8,889.841356532911,"Dry Temperate Forest",7,0.99537154437712,3.53429602888087,NA,NA,11
"64",11321,"Saccolaimus flaviventris","Saccolaimus flaviventris","Saccolaimus","Yellow-bellied Sheathtail Bat","Mammals","Victoria","Vulnerable",45.25,0.009,5.522,"Aerial",1,0,0,0,0,0,0,0,"Hollows",0,0,0,1,0,"1","0","Invertivore",1,0,"Carnivore",1,0,0,1,0,0,0,1.012,2,4817.423,2.024,5702749.3125,14,573.687879516638,"Dry Temperate Forest",8,1.26834856755486,NA,NA,NA,4
"65",11438,"Mastacomys fuscus mordicus","Mastacomys fuscus","Mastacomys","Broad-toothed Rat","Mammals","Australia","Vulnerable",136.86,0,0.355,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,"0","0","Herbivore",0,1,"Herbivore",3,0,1,0,0,0,0,1.595,2.178,1621.286,3.47391,233467.3125,9,689.307659556102,"Wet Temperate Forest",4,0.903705130985757,1.14884717404611,NA,NA,12
"66",11050,"Planigale gilesi","Planigale gilesi","Planigale","Gile's Planigale","Mammals","Victoria","Vulnerable",9.1,2.52,0.65,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","1","Invertivore",1,0,"Carnivore",3,0,0,1,0,0,0,5.23,2,1825,10.46,102125.8125,1,1126.3432330109,"Arid Chenopod Shrubland Transition",4,0.72842337440144,NA,NA,NA,8
"67",11034,"Antechinus minimus maritimus","Antechinus minimus","Antechinus","Swamp Antechinus","Mammals","Australia","Vulnerable",52.56,2.52,1.535,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","0","Invertivore",1,0,"Carnivore",1,0,0,1,0,0,0,7.19,1,730,7.19,135087.75,5,872.433495033477,"Dry Temperate Forest",2,1.77855674523116,2.56747802569304,NA,NA,5
"68",11141,"Gymnobelideus leadbeateri","Gymnobelideus leadbeateri","Gymnobelideus","Leadbeater's Possum","Mammals","Australia","Critically Endangered",133.66,0.01,0.35,"Arboreal",0,1,0,0,0,0,0,0,"Hollows",0,0,0,1,0,"0","0","Omnivore",0,0,"Omnivore",2,0,0,0,0,1,0,1.54,2,5146.5,3.08,353878.875,2,763.448764906818,"Dry Temperate Forest",2,1.33029109595708,1.36174425342863,NA,NA,6
"69",11455,"Pseudomys novaehollandiae","Pseudomys novaehollandiae","Pseudomys","New Holland Mouse","Mammals","Victoria","Endangered",17.4,0.009,0.114,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,"0","0","Omnivore",0,0,"Omnivore",3,0,0,0,0,1,0,4.05,3.75,1456.958,15.1875,26557.875,2,925.129568681529,"Dry Temperate Forest",3,1.37546401961527,-0.387523826026685,NA,NA,9
"70",11156,"Burramys parvus","Burramys parvus","Burramys","Mountain Pygmy-possum","Mammals","Australia","Endangered",44.3,0.01,0.191,"Arboreal",0,1,0,0,0,0,0,0,"Burrow",1,0,0,0,0,"0","1","Omnivore",0,0,"Omnivore",3,0,0,0,0,1,0,3.55,1,4380,3.55,25358.0625,1,5679.33342981359,"Wet Temperate Forest",1,0.526658225739425,1.74299045232644,NA,NA,1
"71",11215,"Petrogale penicillata","Petrogale penicillata","Petrogale","Brush-tailed Rock-wallaby","Mammals","Victoria","Critically Endangered",6465.8,0.11,2.959,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,"0","0","Herbivore",0,1,"Herbivore",2,0,1,0,0,0,0,1,1.48,5256,1.48,8459.4375,0,766.967252109481,"Temperate Cropping Zone",4,1.43062646151658,2.75308641975309,NA,NA,3
