"","TaxonCode","group","meanben_firefreq","FutureImpact"
"1","10640","Birds",0.760870188637763,NA
"2","10476","Birds",1.20376645598161,NA
"3","10486","Birds",0.677509160916589,NA
"4","10482","Birds",1.28766077141796,1
"5","10470","Birds",0.756758830030505,NA
"6","10475","Birds",0.245060209999591,NA
"7","10481","Birds",1.56101942341356,NA
"8","10222","Birds",0.490881301742915,-1
"9","10221","Birds",0.367074856075497,NA
"10","10220","Birds",1.16224424013201,-2.81410256410256
"11","11147","Mammals",1.79114325316016,NA
"12","10524","Birds",0.559941251553814,NA
"13","11028","Mammals",0.91800577300515,-1.07993138936535
"14","10319","Birds",0.397423496179145,NA
"15","12992","Reptiles",0.597423095557525,3.64035087719298
"16","63907","Amphibians",1.19992453625518,NA
"17","62918","Reptiles",1.27232071182482,NA
"18","19000","Reptiles",0.856455746227494,-0.622950819672131
"19","62917","Reptiles",0.807404873378928,NA
"20","12209","Reptiles",1.41893576893733,NA
"21","10513","Birds",2.66433194317574,NA
"22","10210","Birds",0.95390401634998,NA
"23","12444","Reptiles",0.536879805254323,NA
"24","10101","Birds",0.0892575303334317,NA
"25","10199","Birds",0.84597616155753,NA
"26","11027","Mammals",0.945651685233373,4.63076923076923
"27","11034","Mammals",1.77855674523116,2.56747802569304
"28","11033","Mammals",1.40509245637009,-2.11443932411674
"29","10638","Birds",0.574263349583902,NA
"30","10647","Birds",2.67750916091659,NA
"31","10675","Birds",1.200873839016,NA
"32","12141","Reptiles",1.44440772236395,2.98449612403101
"33","12143","Reptiles",2.40586243076095,NA
"34","12144","Reptiles",1.84960056065959,1.55233579206182
"35","12150","Reptiles",1.25905862141058,0.766666666666667
"36","10335","Birds",0.978049645892058,NA
"37","10977","Birds",0.198941610794654,NA
"38","10186","Birds",-0.0528392246484193,NA
"39","10176","Birds",0.704450591449294,NA
"40","10546","Birds",1.03157730391209,NA
"41","10547","Birds",0.99320874954602,NA
"42","10544","Birds",1.16277824949423,NA
"43","10197","Birds",1.28327969482675,NA
"44","10432","Birds",1.1300333887487,1.69230769230769
"45","10104","Birds",0.621081468893668,NA
"46","10061","Birds",0.0674970648798968,NA
"47","10212","Birds",0.171845506769203,NA
"48","10235","Birds",-0.0442204386733565,NA
"49","10281","Birds",0.930180523972993,NA
"50","10705","Birds",0.201201125059739,NA
"51","10317","Birds",0.869770823487705,NA
"52","10106","Birds",0.0715397487147819,NA
"53","60294","Birds",0.426691940536954,NA
"54","10207","Birds",0.501057751442102,NA
"55","12972","Reptiles",1.37118008611507,4.40243902439024
"56","12973","Reptiles",0.53872977331683,2.96153846153846
"57","10215","Birds",0.4080915803383,NA
"58","10135","Birds",0.920733936689551,NA
"59","10147","Birds",0.0674970648798972,NA
"60","12734","Reptiles",2.09947970456374,2.15853658536585
"61","10153","Birds",0.307975960940577,NA
"62","12667","Reptiles",1.89511360523255,1.06752701080432
"63","10246","Birds",2.29757070602363,NA
"64","60291","Birds",1.02199200132065,NA
"65","10779","Birds",2.20120112505974,-2.96153846153846
"66","12109","Reptiles",1.22328979494601,0.291304347826087
"67","12137","Reptiles",0.764951415662091,2.27272727272727
"68","12177","Reptiles",0.947160775351581,-0.113924050632912
"69","10650","Birds",3.61324186232869,NA
"70","10633","Birds",-0.025089539942585,NA
"71","10967","Birds",2.19089070139081,NA
"72","10424","Birds",0.0279079522961684,NA
"73","10144","Birds",0.501057751442101,NA
"74","10232","Birds",1.36712458182996,NA
"75","60196","Birds",0.811804861258605,-3
"76","10238","Birds",-0.34960812163733,NA
"77","10589","Birds",1.51219279372481,NA
