"","Taxon_ID","Scientific_Name","Scientific_Name_Alt","Genus","Common_Name","Taxa_Group","Conservation_Listing","FFG_Status","Mass_g","home_range_km2","dispersal_km","stratum","stratum_aerial","stratum_arboreal_insessorial","stratum_aquatic","stratum_cryptic","stratum_fossorial","stratum_generalist","stratum_saxicolous","stratum_terrestrial","nesting","nest_burrow","nest_cave","nest_ground","nest_hollows","nest_branch","volant","hibernation_torpor","diet","diet_breadth_n","diet_carnivore","diet_herbivore","diet_invertivore","diet_infloresence","diet_omnivore","diet_granivore","litter_size_n","litters_per_year_n","max_longevity_d","n_offspring_year","biggest_patch_size","n_habitat_patches","patch_isolation","dominant_pyrome","pyrome_breadth","meanben_firefreq","future_fire_impact","fame_lm_slope"
"59",11137,"Petaurus norfolcensis","Petaurus norfolcensis","Petaurus","Squirrel Glider","Mammals","Victoria","Vulnerable",272.5,0.02,0.519,"Arboreal",0,1,0,0,0,0,0,0,"Hollows",0,0,0,1,0,0,0,"Infloresence",3,0,0,0,1,0,0,1.57,1.56,5405.042,2.4492,880080.1875,3,719.175310629465,3,4,1.26666666666667,1.67647058823529,0.000611020334735308
"60",61343,"Miniopterus orianae bassanii","Miniopterus schreibersii","Miniopterus","Common Bent-wing Bat (southern ssp.)","Mammals","Victoria","Critically Endangered",11.185,NA,NA,"Aerial",1,0,0,0,0,0,0,0,"Cave",0,1,0,0,0,1,1,"Invertivore",1,0,0,1,0,0,0,0.995,1,8030,0.995,2581059.9375,2,693.366794166749,1,3,NA,NA,NA
"61",61266,"Osphranter robustus robustus","Macropus robustus","Osphranter","Eastern Wallaroo","Mammals","Victoria","Endangered",29647.9,0.98,6.838,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,0,0,"Herbivore",1,0,1,0,0,0,0,1,1.31,8760,1.31,413429.0625,2,746.233859010631,4,7,0,NA,NA
"62",11468,"Pseudomys shortridgei","Pseudomys shortridgei","Pseudomys","Heath Mouse","Mammals","Australia","Endangered",64,NA,0.234,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,0,0,"Herbivore",3,0,1,0,0,0,0,3,1,2190,3,138429,4,749.135870201622,1,3,1.46153846153846,1.22222222222222,-0.000439625749060187
"63",11280,"Pteropus poliocephalus","Pteropus poliocephalus","Pteropus","Grey-headed Flying-fox","Mammals","Victoria","Vulnerable",675,NA,NA,"Arboreal",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Infloresence",1,0,0,0,1,0,0,1,1,8614,1,312563.8125,8,889.841356532911,1,7,1.42857142857143,3.73913043478261,0.00034274574757136
"64",11321,"Saccolaimus flaviventris","Saccolaimus flaviventris","Saccolaimus","Yellow-bellied Sheathtail Bat","Mammals","Victoria","Vulnerable",45.25,NA,NA,"Aerial",1,0,0,0,0,0,0,0,"Hollows",0,0,0,1,0,1,0,"Invertivore",1,0,0,1,0,0,0,1.012,2,4817.423,2.024,5702749.3125,14,573.687879516638,1,8,1.5,NA,NA
"65",11438,"Mastacomys fuscus mordicus","Mastacomys fuscus","Mastacomys","Broad-toothed Rat","Mammals","Australia","Vulnerable",136.86,0,0.355,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,0,0,"Herbivore",3,0,1,0,0,0,0,1.595,2.178,1621.286,3.47391,233467.3125,9,689.307659556102,4,4,1,1.19298245614035,-1.47113559385163e-05
"66",11050,"Planigale gilesi","Planigale gilesi","Planigale","Gile's Planigale","Mammals","Victoria","Vulnerable",9.1,NA,0.65,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,0,1,"Invertivore",3,0,0,1,0,0,0,5.23,2,1825,10.46,102125.8125,1,1126.3432330109,13,4,0.736842105263158,NA,-0.000107427327204379
"67",11034,"Antechinus minimus maritimus","Antechinus minimus","Antechinus","Swamp Antechinus","Mammals","Australia","Vulnerable",52.56,NA,1.535,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,0,0,"Invertivore",1,0,0,1,0,0,0,7.19,1,730,7.19,135087.75,5,872.433495033477,1,2,2.06666666666667,2.95,-0.000601633207984933
"68",11141,"Gymnobelideus leadbeateri","Gymnobelideus leadbeateri","Gymnobelideus","Leadbeater's Possum","Mammals","Australia","Critically Endangered",133.66,0.01,0.35,"Arboreal",0,1,0,0,0,0,0,0,"Hollows",0,0,0,1,0,0,0,"Omnivore",2,0,0,0,0,1,0,1.54,2,5146.5,3.08,353878.875,2,763.448764906818,1,2,1.30555555555556,1.84615384615385,0.00197531358171735
"69",11455,"Pseudomys novaehollandiae","Pseudomys novaehollandiae","Pseudomys","New Holland Mouse","Mammals","Victoria","Endangered",17.4,NA,0.114,"Terrestrial",0,0,0,0,1,0,0,1,"Burrow",1,0,0,0,0,0,0,"Omnivore",3,0,0,0,0,1,0,4.05,3.75,1456.958,15.1875,26557.875,2,925.129568681529,1,3,1.21428571428571,1.5,-3.63326757732578e-05
"70",11156,"Burramys parvus","Burramys parvus","Burramys","Mountain Pygmy-possum","Mammals","Australia","Endangered",44.3,NA,0.191,"Arboreal",0,1,0,0,0,0,0,0,"Burrow",1,0,0,0,0,0,1,"Omnivore",3,0,0,0,0,1,0,3.55,1,4380,3.55,25358.0625,1,5679.33342981359,4,1,0,1.8125,NA
"71",11215,"Petrogale penicillata","Petrogale penicillata","Petrogale","Brush-tailed Rock-wallaby","Mammals","Victoria","Critically Endangered",6465.8,NA,2.959,"Terrestrial",0,0,0,0,1,0,0,1,"Ground",0,0,1,0,0,0,0,"Herbivore",2,0,1,0,0,0,0,1,1.48,5256,1.48,8459.4375,0,766.967252109481,3,4,1.68571428571429,2.57142857142857,NA
"72",10614,"Lichenostomus chrysops","Caligavis chrysops","Lichenostomus","Yellow-faced Honeyeater","Birds","NotListed","NotListed",17.3,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Omnivore",NA,1,1,0,1,1,0,2.375,NA,4684.16666545,NA,7362677.25,16,752.425186176949,4,7,1.33333333333333,3,-0.000148265039801742
"73",10625,"Lichenostomus penicillatus","Ptilotula penicillata","Lichenostomus","White-plumed Honeyeater","Birds","NotListed","NotListed",19.4,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Omnivore",NA,1,1,0,1,1,0,2.355,NA,3923.75,NA,11145124.125,8,718.800110722864,1,8,0.5,NA,0.000173612509709308
"74",10617,"Lichenostomus leucotis","Nesoptilotis leucotis","Lichenostomus","White-eared Honeyeater","Birds","NotListed","NotListed",23.9,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.045,NA,2281.25,NA,8633217.9375,13,775.864203915541,1,8,1,NA,-6.52607206919901e-05
"75",10619,"Lichenostomus melanops","Lichenostomus melanops","Lichenostomus","Yellow-tufted Honeyeater","Birds","NotListed","NotListed",32.3,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Omnivore",NA,1,1,0,1,1,0,2,NA,4045.41666545,NA,2691508.5,13,758.937970746786,1,8,1.5,NA,0.00033873512122902
"76",10608,"Lichenostomus virescens","Gavicalis virescens","Lichenostomus","Singing Honeyeater","Birds","NotListed","NotListed",23.3,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.145,NA,1977.083333455,NA,3056874.1875,17,712.036368898219,1,8,1,NA,0.000341052530365632
"77",10622,"Lichenostomus ornatus","Ptilotula ornata","Lichenostomus","Yellow-plumed Honeyeater","Birds","NotListed","NotListed",17.6,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Omnivore",NA,1,1,0,1,1,0,2.045,NA,2950.416666545,NA,2255844.9375,12,760.389951252056,1,8,0.833333333333333,-2.16666666666667,8.76846093720884e-05
"78",10613,"Lichenostomus fuscus","Ptilotula fusca","Lichenostomus","Fuscous Honeyeater","Birds","NotListed","NotListed",17.7,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.05,NA,4836.25,NA,2766413.25,11,840.16498832876,1,8,0,NA,2.81374950939825e-05
"79",10620,"Lichenostomus cratitius","Lichenostomus cratitius","Lichenostomus","Purple-gaped Honeyeater","Birds","Victoria","Vulnerable",20.3,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Omnivore",NA,1,1,0,1,1,0,2,NA,NA,NA,1488602.8125,6,716.975914740455,14,6,1.4,NA,2.05112219451377e-05
"80",10486,"Acanthiza chrysorrhoa","Acanthiza chrysorrhoa","Acanthiza","Yellow-rumped Thornbill","Birds","NotListed","NotListed",9.3,NA,NA,"Terrestrial",0,0,0,0,0,0,0,1,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,3.5,NA,NA,NA,15330581.4375,4,646.591661873533,1,8,2,NA,0.000368085755759852
"81",10475,"Acanthiza pusilla","Acanthiza pusilla","Acanthiza","Brown Thornbill","Birds","NotListed","NotListed",7.6,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.7,NA,NA,NA,9528227.4375,13,766.414238685787,1,8,0.5,NA,0.00028226242706951
"82",10470,"Acanthiza lineata","Acanthiza lineata","Acanthiza","Striated Thornbill","Birds","NotListed","NotListed",6.9,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,3,NA,NA,NA,6813806.0625,16,753.461290305057,4,8,1,NA,0.000172616473547196
"83",10484,"Acanthiza reguloides","Acanthiza reguloides","Acanthiza","Buff-rumped Thornbill","Birds","NotListed","NotListed",7.7,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,3.7,NA,NA,NA,7848758.25,11,707.647833704876,1,8,3,NA,-0.000217612932525883
"84",10471,"Acanthiza nana","Acanthiza nana","Acanthiza","Yellow Thornbill","Birds","NotListed","NotListed",6.2,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,3,NA,NA,NA,9146428.875,7,730.782258772282,1,8,1,NA,-0.00020328710885138
"85",10481,"Acanthiza uropygialis","Acanthiza uropygialis","Acanthiza","Chestnut-rumped Thornbill","Birds","NotListed","NotListed",6.4,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Hollows",0,0,0,1,0,1,0,"Invertivore",NA,1,1,1,1,0,0,3,NA,NA,NA,4665807.5625,11,650.809829161718,3,8,1.2,NA,-0.000256761309692187
"86",10163,"Calidris acuminata","Calidris acuminata","Calidris","Sharp-tailed Sandpiper","Birds","NotListed","NotListed",66.1,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Ground",0,0,1,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,4,NA,NA,NA,2091101.0625,17,801.847130783863,3,8,0,NA,NA
"87",10476,"Acanthiza apicalis","Acanthiza apicalis","Acanthiza","Inland Thornbill","Birds","NotListed","NotListed",7.6,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,NA,NA,NA,NA,3552467.625,8,715.03795935707,14,8,0.5,NA,7.18623316678045e-05
"88",10162,"Calidris ruficollis","Calidris ruficollis","Calidris","Red-necked Stint","Birds","NotListed","NotListed",26.8,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Ground",0,0,1,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,4,1.5,1855.416666545,6,98749.125,9,1499.95186905889,1,7,1,NA,NA
"89",10978,"Calidris melanotos","Calidris melanotos","Calidris","Pectoral Sandpiper","Birds","NotListed","NotListed",79.7,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Ground",0,0,1,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,4,1,2159.583333455,4,160881.1875,9,1018.89206993729,1,5,0,NA,NA
"90",10161,"Calidris ferruginea","Calidris ferruginea","Calidris","Curlew Sandpiper","Birds","Australia","Critically Endangered",58.1,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Ground",0,0,1,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,4,NA,7190.5,NA,77587.875,6,1414.90401970602,1,7,0,NA,NA
"91",10164,"Calidris canutus","Calidris canutus","Calidris","Red Knot","Birds","Australia","Endangered",141.9,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Ground",0,0,1,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,3.935,1,9733.33333455,3.935,70581.375,3,1313.97913681957,1,7,0,NA,NA
"92",10166,"Calidris alba","Calidris alba","Calidris","Sanderling","Birds","NotListed","NotListed",51.7,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Ground",0,0,1,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,4,1.5,6782.91666545,6,18184.5,1,780.250644190666,1,3,NA,NA,NA
"93",10965,"Calidris subminuta","Calidris subminuta","Calidris","Long-toed Stint","Birds","NotListed","NotListed",30.2,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Ground",0,0,1,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,4,NA,NA,NA,4460.0625,0,1819.72517189317,1,6,NA,NA,NA
"94",10239,"Falco berigora","Falco berigora","Falco","Brown Falcon","Birds","NotListed","NotListed",587,NA,NA,"Generalist",0,0,0,0,0,1,0,0,"Branch",0,0,0,0,1,1,0,"Vertivore",NA,1,1,0,1,0,0,2.895,NA,8760,NA,17286316.3125,3,629.857250161546,1,8,0,3,NA
"95",10240,"Falco cenchroides","Falco cenchroides","Falco","Nankeen Kestrel","Birds","NotListed","NotListed",170.5,NA,NA,"Generalist",0,0,0,0,0,1,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,4,NA,NA,NA,17194183.875,6,617.580178857566,1,8,0,NA,NA
"96",10237,"Falco peregrinus","Falco peregrinus","Falco","Peregrine Falcon","Birds","NotListed","NotListed",760,NA,NA,"Aerial",1,0,0,0,0,0,0,0,"Ledge",0,0,0,0,1,1,0,"Vertivore",NA,1,1,0,1,0,0,3.5,1,9125,3.5,14921253,4,719.314607882267,1,8,0.4,2,0.000420863885063451
"97",10235,"Falco longipennis","Falco longipennis","Falco","Australian Hobby","Birds","NotListed","NotListed",249.8,NA,NA,"Aerial",1,0,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Vertivore",NA,1,1,0,1,0,0,2.8,NA,3832.5,NA,17115973.3125,8,639.150617146268,1,8,0,NA,0.000256958350392672
"98",10238,"Falco subniger","Falco subniger","Falco","Black Falcon","Birds","Victoria","Critically Endangered",776,NA,NA,"Generalist",0,0,0,0,0,1,0,0,"Branch",0,0,0,0,1,1,0,"Vertivore",NA,1,1,0,1,0,0,3.5,NA,NA,NA,12795732,2,584.190006869765,1,8,0,NA,NA
"99",10401,"Pachycephala rufiventris","Pachycephala rufiventris","Pachycephala","Rufous Whistler","Birds","NotListed","NotListed",22.5,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.45,NA,NA,NA,13578379.3125,5,724.581549434933,1,8,0.8,3,0.000234954188445285
"100",10398,"Pachycephala pectoralis","Pachycephala pectoralis","Pachycephala","Golden Whistler","Birds","NotListed","NotListed",30.4,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,1.95,NA,NA,NA,8625684.9375,13,739.594344041556,1,8,0.25,NA,0.000178559607458613
"101",10380,"Petroica boodang","Petroica boodang","Petroica","Scarlet Robin","Birds","NotListed","NotListed",12.5,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,3.25,NA,NA,NA,10424320.3125,10,758.292182494805,1,7,0.5,NA,7.19681550358655e-06
"102",10382,"Petroica phoenicea","Petroica phoenicea","Petroica","Flame Robin","Birds","NotListed","NotListed",13,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,3.25,NA,NA,NA,11524553.4375,6,727.407674073466,1,7,0.333333333333333,NA,6.09849143765605e-05
"103",10547,"Artamus cyanopterus","Artamus cyanopterus","Artamus","Dusky Woodswallow","Birds","NotListed","NotListed",34.6,NA,NA,"Aerial",1,0,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,3.5,NA,NA,NA,12480788.8125,5,764.747503497317,1,8,0.4,NA,0.000685166824658694
"104",10381,"Petroica goodenovii","Petroica goodenovii","Petroica","Red-capped Robin","Birds","NotListed","NotListed",8.9,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.45,NA,NA,NA,7916494.5,8,675.09258886989,1,8,1.5,6,4.28900475159107e-05
"105",10545,"Artamus superciliosus","Artamus superciliosus","Artamus","White-browed Woodswallow","Birds","NotListed","NotListed",35.5,NA,NA,"Aerial",1,0,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.4,NA,NA,NA,11302036.3125,8,656.80757133494,1,8,NA,NA,5.58992237482467e-05
"106",10384,"Petroica rosea","Petroica rosea","Petroica","Rose Robin","Birds","NotListed","NotListed",8.2,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.45,NA,NA,NA,4169895.1875,26,734.564166268233,4,5,1.66666666666667,3,0.00085362278383643
"107",10544,"Artamus personatus","Artamus personatus","Artamus","Masked Woodswallow","Birds","NotListed","NotListed",34.6,NA,NA,"Aerial",1,0,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.7,NA,NA,NA,9705121.3125,5,656.507992400155,1,8,1,NA,0.000330682028574459
"108",10405,"Pachycephala olivacea","Pachycephala olivacea","Pachycephala","Olive Whistler","Birds","NotListed","NotListed",41.2,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.45,NA,NA,NA,3444150.375,13,724.201280037889,4,4,1.5,NA,0.000330136877954363
"109",10383,"Petroica rodinogaster","Petroica rodinogaster","Petroica","Pink Robin","Birds","NotListed","NotListed",10.2,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,3.25,NA,NA,NA,7162946.4375,17,708.798466643196,4,5,0,-1,0.000479092567089739
"110",10546,"Artamus cinereus","Artamus cinereus","Artamus","Black-faced Woodswallow","Birds","NotListed","NotListed",35.6,NA,NA,"Aerial",1,0,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,3.5,NA,NA,NA,8181040.5,4,605.48584531028,3,8,0.333333333333333,NA,-8.1940670711299e-06
"111",10306,"Neophema chrysostoma","Neophema chrysostoma","Neophema","Blue-winged Parrot","Birds","NotListed","NotListed",46.1,NA,NA,"Terrestrial",0,0,0,0,0,0,0,1,"Hollows",0,0,0,1,0,1,0,NA,NA,1,1,0,1,0,1,5,NA,7665,NA,10106096.625,14,649.172759632881,1,8,1,NA,0.000145306420833738
"112",10403,"Pachycephala inornata","Pachycephala inornata","Pachycephala","Gilbert's Whistler","Birds","NotListed","NotListed",30.8,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.65,NA,NA,NA,2154154.5,11,777.878555627555,1,8,1.6,NA,0.000168679102806882
"113",10543,"Artamus leucorynchus","Artamus leucoryn","Artamus","White-breasted Woodswallow","Birds","NotListed","NotListed",41.7,NA,NA,"Aerial",1,0,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,NA,NA,NA,NA,4102346.25,13,781.822265667243,3,8,NA,NA,0.000131004578106961
"114",10143,"Charadrius ruficapillus","Charadrius ruficapillus","Charadrius","Red-capped Plover","Birds","NotListed","NotListed",37.4,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Water",0,0,0,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,2.905,1.5,6935,4.3575,88209,8,1378.06929477306,1,7,NA,NA,NA
"115",10140,"Charadrius bicinctus","Charadrius bicinctus","Charadrius","Double-banded Plover","Birds","NotListed","NotListed",59.4,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Ground",0,0,1,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,3,NA,2615.833333455,NA,146574.5625,9,1511.20622843863,1,7,0,NA,NA
"116",10307,"Neophema elegans","Neophema elegans","Neophema","Elegant Parrot","Birds","Victoria","Vulnerable",43.4,NA,NA,"Terrestrial",0,0,0,0,0,0,0,1,"Hollows",0,0,0,1,0,1,0,NA,NA,1,1,0,1,0,1,4.75,NA,NA,NA,438007.5,19,730.327509454181,14,8,2.5,NA,NA
"117",10141,"Charadrius leschenaultii","Charadrius leschenaultii","Charadrius","Greater Sand Plover","Birds","Australia","Vulnerable",74.8,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Ground",0,0,1,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,3,1,NA,3,103664.8125,7,1364.15363397089,1,7,NA,-0.428571428571428,NA
"118",10139,"Charadrius mongolus","Charadrius mongolus","Charadrius","Lesser Sand Plover","Birds","Australia","Endangered",64,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Ground",0,0,1,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,3,1,NA,3,112569.75,4,1532.43915442043,1,5,0,NA,NA
"119",10145,"Peltohyas australis","Peltohyas australis","Peltohyas","Inland Dotterel","Birds","Victoria","Vulnerable",83.5,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Water",0,0,0,0,0,1,0,"Omnivore",NA,1,1,0,1,1,0,3,NA,NA,NA,17035.3125,2,1070.09538471182,3,6,NA,NA,NA
"120",10954,"Corvus mellori","Corvus mellori","Corvus","Little Raven","Birds","NotListed","NotListed",540.4,NA,NA,"Generalist",0,0,0,0,0,1,0,0,"Branch",0,0,0,0,1,1,0,"Omnivore",NA,1,1,0,1,1,0,3.95,NA,NA,NA,16083972.5625,4,662.69689491446,1,8,NA,NA,6.32681356310637e-05
"121",10930,"Corvus coronoides","Corvus coronoides","Corvus","Australian Raven","Birds","NotListed","NotListed",644.3,NA,NA,"Generalist",0,0,0,0,0,1,0,0,"Branch",0,0,0,0,1,1,0,"Omnivore",NA,1,1,0,1,1,0,3.95,NA,7957,NA,16269892.875,4,675.812398232997,1,8,NA,NA,0.000490471931179531
"122",10424,"Coracina novaehollandiae","Coracina novaehollandiae","Coracina","Black-faced Cuckoo-shrike","Birds","NotListed","NotListed",118,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.45,2,NA,4.9,15828296.0625,5,715.887437657705,1,8,0.75,NA,0.000247851068405616
"123",10634,"Manorina melanocephala","Manorina melanocephala","Manorina","Noisy Miner","Birds","NotListed","NotListed",60.2,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Omnivore",NA,1,1,0,1,1,0,2.85,NA,2980.833333455,NA,11709937.125,10,746.702192489839,1,8,0.5,NA,0.000528013920422828
"124",10529,"Malurus cyaneus","Malurus cyaneus","Malurus","Superb Fairy-wren","Birds","NotListed","NotListed",10.3,NA,NA,"Terrestrial",0,0,0,0,0,0,0,1,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,3.3,NA,NA,NA,12593059.875,9,719.673631062905,1,8,2,NA,0.000110380751166511
"125",10631,"Phylidonyris novaehollandiae","Phylidonyris novaehollandiae","Phylidonyris","New Holland Honeyeater","Birds","NotListed","NotListed",20.2,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Infloresence",NA,1,1,0,1,0,0,2.45,NA,4349.58333455,NA,8850449.8125,11,729.409423431536,1,8,NA,NA,0.00020439466767303
"126",10189,"Ardea pacifica","Ardea pacifica","Ardea","White-necked Heron","Birds","NotListed","NotListed",881,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Water",0,0,0,0,0,1,0,"Omnivore",NA,1,1,0,1,1,0,3.5,NA,NA,NA,11809977.1875,9,777.29750020657,1,8,0,NA,NA
"127",10208,"Anas superciliosa","Anas superciliosa","Anas","Pacific Black Duck","Birds","NotListed","NotListed",882.8,NA,NA,"Aquatic",0,0,1,0,0,0,0,0,"Water",0,0,0,0,0,1,0,"Herbivore",NA,1,1,0,1,0,0,9.037037037,1,NA,9.037037037,8794397.8125,11,623.516542935059,1,8,NA,NA,NA
"128",10211,"Anas gracilis","Anas gracilis","Anas","Grey Teal","Birds","NotListed","NotListed",488.1,NA,NA,"Aquatic",0,0,1,0,0,0,0,0,"Water",0,0,0,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,8,1,11570.5,8,8226086.625,10,716.020554036959,1,8,0,NA,NA
"129",10977,"Ardea ibis","Bubulcus ibis","Ardea","Cattle Egret","Birds","NotListed","NotListed",366,NA,NA,"Terrestrial",0,0,1,0,0,0,0,1,"Water",0,0,0,0,0,1,0,"Omnivore",NA,1,1,0,1,1,0,4.25,1,8395,4.25,8986550.0625,8,758.728372974018,1,8,0,NA,NA
"130",10096,"Phalacrocorax carbo","Phalacrocorax carbo","Phalacrocorax","Great Cormorant","Birds","NotListed","NotListed",2529,NA,NA,"Aquatic",0,0,1,0,0,0,0,0,"Water",0,0,0,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,3.75,1,9915.83333455,3.75,7064389.6875,13,627.052460594844,1,8,0,NA,NA
"131",10425,"Coracina papuensis","Coracina papuensis","Coracina","White-bellied Cuckoo-shrike","Birds","NotListed","NotListed",63.5,NA,NA,"Insessorial",0,1,0,0,0,0,0,0,"Branch",0,0,0,0,1,1,0,"Invertivore",NA,1,1,1,1,0,0,2.4,NA,NA,NA,6921282.9375,5,730.644161320871,1,8,1.33333333333333,NA,0.000575951446011841
"132",10210,"Anas castanea","Anas castanea","Anas","Chestnut Teal","Birds","NotListed","NotListed",624,NA,NA,"Aquatic",0,0,1,0,0,0,0,0,"Water",0,0,0,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,9.5,1,NA,9.5,2269883.25,14,711.112539465854,1,8,0,NA,NA
"133",10097,"Phalacrocorax sulcirostris","Phalacrocorax sulcirostris","Phalacrocorax","Little Black Cormorant","Birds","NotListed","NotListed",995,NA,NA,"Aquatic",0,0,1,0,0,0,0,0,"Water",0,0,0,0,0,1,0,"Carnivore",NA,1,1,0,1,0,0,4,1,2281.25,4,2433174.1875,15,685.586528569728,1,8,0.333333333333333,NA,NA
