"","Taxon_ID","Scientific_Name","Scientific_Name_Alt","Genus","Common_Name","Taxa_Group","Conservation_Listing","FFG_Status","Mass_g","home_range_km2","dispersal_km","stratum","stratum_aerial","stratum_arboreal_insessorial","stratum_aquatic","stratum_cryptic","stratum_fossorial","stratum_generalist","stratum_saxicolous","stratum_terrestrial","nesting","nest_burrow","nest_cave","nest_ground","nest_hollows","nest_branch","volant","hibernation_torpor","diet","diet_breadth_n","diet_carnivore","diet_herbivore","diet_invertivore","diet_infloresence","diet_omnivore","diet_granivore","litter_size_n","litters_per_year_n","max_longevity_d","n_offspring_year","biggest_patch_size","n_habitat_patches","patch_isolation","dominant_pyrome","pyrome_breadth","meanben_firefreq","future_fire_impact","fame_lm_slope","fame_cluster","smp_cluster"
"95",12492,"Lerista timida","Lerista timida","Lerista","Dwarf Burrowing Skink","Reptiles","Victoria","Endangered",1.122018,0.02,0.03,NA,"0","0","0",0,"1",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,2,1,365,2,229478.0625,5,875.157923097505,"13",5,1.33333333333333,NA,NA,10,8
"96",12407,"Lissolepis coventryi","Lissolepis coventryi","Lissolepis","Swamp Skink","Reptiles","Victoria","Endangered",79.43282347,0.01,0.02,NA,"0","0","0",0,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore/Omnivore",NA,1,0,0,0,1,0,3,1,3285,3,325857.9375,9,717.970046214407,"1",4,1,1,0.000415404186761247,1,6
"97",12141,"Aprasia aurita","Aprasia aurita","Aprasia","Mallee Worm-Lizard","Reptiles","Victoria","Endangered",6.760829754,0.02,0.05,NA,"0","0","0",0,"1",0,"0","0",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,2,1,7300,2,254010.9375,1,797.843571458088,"1",3,1.52380952380952,2.6,NA,2,2
"98",12176,"Pygopus schraderi","Pygopus schraderi","Pygopus","Hooded Scaly-foot","Reptiles","Victoria","Critically Endangered",12.88249552,0.1,0.1,NA,"0","0","0",0,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Invertivore",NA,0,0,1,0,0,0,2,1,1825,2,127180.125,4,938.735449311132,"14",5,0.25,NA,NA,8,4
"99",62958,"Eulamprus tympanum marnieae","Eulamprus tympanum","Eulamprus","Corangamite Water Skink","Reptiles","Victoria","Endangered",21.3796209,0.01,0.01,NA,"0","1","0",0,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,3.86,1,5475,3.86,115268.0625,4,1061.11938128269,"3",4,NA,NA,NA,8,11
"100",12137,"Rhynchoedura ornata","Rhynchoedura ornata","Rhynchoedura","Beaked Gecko","Reptiles","Victoria","Endangered",3.630780548,0.05,0.05,NA,"0","0","0",0,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,2,4,1022,8,64987.3125,3,653.416404983945,"14",4,0.666666666666667,2.5,7.14073026389233e-05,4,4
"101",12669,"Furina diadema","Furina diadema","Furina","Red-naped Snake","Reptiles","Victoria","Endangered",27.8072729,0.1,0.05,NA,"0","0","0",0,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,3.2,1,3650,5,47709,2,761.932021981795,"13",3,1.11111111111111,NA,0.000343960993039788,10,8
"102",5133,"Chelodina expansa","Chelodina expansa","Chelodina","Broad-shelled Turtle","Reptiles","Victoria","Endangered",9450,1.75873031788473,0.335422732224203,NA,"0","0","1",0,"0",0,"0","0",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,28,4,9307.5,61.5,48554.4375,6,732.739446067984,"3",7,0.5,NA,NA,12,16
"103",12992,"Pseudemoia cryodroma","Pseudemoia cryodroma","Pseudemoia","Alpine Bog Skink","Reptiles","Australia","Endangered",4.168694,0.04,0.05,NA,"0","0","0",0,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,3.1,1,10220,3.1,30192.75,3,2084.9971925412,"4",2,2,3.42857142857143,NA,9,3
"104",62921,"Tympanocryptis petersi","Tympanocryptis petersi","Tympanocryptis","Lined Earless Dragon","Reptiles","Victoria","Endangered",9.7,0.5,0.1,NA,"0","0","0",0,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,4.59,1,1168,2,35073,2,902.738885695745,"14",4,0.666666666666667,NA,NA,4,4
"105",12813,"Parasuta spectabilis","Suta spectabilis","Parasuta","Port Lincoln Snake","Reptiles","Victoria","Endangered",27.8072729,0.5,0.5,NA,"0","0","0",0,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,3,1,730,12,79253.4375,1,947.097097156836,"1",6,1.64285714285714,0.25,NA,2,2
"106",12550,"Eulamprus kosciuskoi","Eulamprus kosciuskoi","Eulamprus","Alpine Water Skink","Reptiles","Victoria","Endangered",12.88249552,0.02,0.02,NA,"0","0","1",0,"0",0,"0","0",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,3.1,1,7300,2,22755.9375,1,1021.53958050002,"4",1,NA,NA,NA,9,3
"107",62968,"Morelia spilota spilota","Morelia spilota","Morelia","Diamond Python","Reptiles","Victoria","Critically Endangered",21710.16364,25,1,NA,"0","1","0",0,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,16.2,0.415,9125,6.723,223463.8125,1,569.933854578151,"4",2,1.59090909090909,0.696969696969697,NA,13,17
"108",12987,"Cyclodomorphus praealtus","Cyclodomorphus praealtus","Cyclodomorphus","Alpine She-oak Skink","Reptiles","Victoria","Critically Endangered",45.70881896,0.05,0.1,NA,"0","0","0",1,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,4.9,1,2920,4.9,21444.75,1,1188.71021971664,"4",1,NA,NA,NA,9,3
"109",12144,"Aprasia parapulchella","Aprasia parapulchella","Aprasia","Pink-tailed Worm-Lizard","Reptiles","Victoria","Endangered",8.317637711,0.02,0.05,NA,"0","0","0",0,"1",0,"0","0",NA,NA,0,0,0,0,0,1,"Invertivore",NA,0,0,1,0,0,0,2,3,1460,5,18063,1,2266.90164899438,"3",2,2,1.83333333333333,0.000406078398531043,8,11
"110",12432,"Liopholis guthega","Liopholis guthega","Liopholis","Guthega Skink","Reptiles","Victoria","Critically Endangered",32.35936569,0.01,0.05,NA,"0","0","0",0,"1",0,"1","1",NA,NA,0,0,0,0,0,1,"Carnivore/Omnivore",NA,1,0,0,0,1,0,3,1,2190,3,3645,0,684.837735770632,"4",1,NA,NA,NA,9,3
"111",12667,"Echiopsis curta","Echiopsis curta","Echiopsis","Bardick","Reptiles","Victoria","Endangered",73.79213231,0.2,0.5,NA,"0","0","0",0,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,7.1,2,1460,24,909493.3125,6,610.5395620168,"1",5,2.30769230769231,1.66666666666667,NA,2,2
"112",12922,"Tympanocryptis pinguicolla","Tympanocryptis pinguicolla","Tympanocryptis","Grassland Earless Dragon","Reptiles","Australia","Critically Endangered",8.7096359,0.5,0.1,NA,"0","0","0",0,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,4.5,1,1825,3.1,154117.6875,1,720.413465651336,"1",2,0,NA,NA,2,2
"113",63940,"Rankinia diemensis (Anglesea)","Rankinia diemensis","Rankinia","Mountain Dragon Angelsea form","Reptiles","NotListed","NotListed",19.498446,0.926818181818182,0.314090909090909,NA,"0","0","0",0,"0",0,"0","1",NA,NA,0,0,0,0,0,1,"Carnivore",NA,1,0,0,0,0,0,6.6,2,3650,13.2,754.3125,0,599.928645274429,"1",2,2.4,3,NA,2,2
